taskId,language,description,topic_id,word_count
2522,1snChMsOdf75V9fK5OyP0c_RI,deu,"Ein Auto fährt mit einer Geschwindigkeit von 108 km h . Gib seine Geschwindigkeit in m s an. In Zweierreihen stehen die Rennwagen am Start. Gespannt sehen die Rennfahrer auf die Startampel. Bei Grün geht es los. Rennwagen sind sehr schnelle Autos. Man sagt auch: Sie können eine hohe Geschwindigkeit erreichen. Die Geschwindigkeit Die Geschwindigkeit ist der Quotient aus der Strecke und der Zeit. Geschwindigkeit = Strecke Zeit v = s t Die Geschwindigkeit wird in m s (lies: Meter pro Sekunde) angegeben. Eine andere Einheit für die Geschwindigkeit kennst du von choke Autos. Dort wird die Einheit km/h (lies: Kilometer pro Stunde) verwendet. Wie du die Einheiten umrechnen kannst, zeigt dir die Grafik. Auf der Rennstrecke Was passiert beim Start eines Rennens? Die Rennwagen werden beschleunigt. Die Geschwindigkeit wird größer. Dies ist eine beschleunigte Bewegung . Vor der ersten Kurve müssen die Fahrer den Rennwagen abbremsen. Die Geschwindigkeit wird kleiner. Die Rennwagen führen eine verzögerte Bewegung aus. In der Kurve verändert sich die Richtung der Bewegung. Danach folgt oft eine gerade Strecke, auf der die Fahrer den Rennwagen wieder beschleunigen. Höchstgeschwindigkeiten von über 300 km h können auf geraden Streckenabschnitten erreicht five hundred werden. Auf geraden Streckenabschnitten bleibt die Geschwindigkeit der Rennwagen gleich. Dies ist eine gleichförmige Bewegung . Die Rennstrecke zwingt die Fahrer, ständig abzubremsen und in die Kurve zu fahren. Beschleunigte Bewegungen, verzögerte Bewegungen, Kurvenfahrten und Streckenabschnitte mit gleichförmiger Bewegung wechseln auf einer Rennstrecke ständig ab. der Streckenabschnitt der Streckenabschnitt: der Teil einer (Renn-) Strecke Merke: Die Geschwindigkeit ist der Quotient aus der Strecke und der Zeit. Die Einheit der Geschwindigkeit ist m s oder km h . Bei einer gleichförmigen Bewegung hat ein Körper immer die gleiche Geschwindigkeit. Bei einer Kurvenfahrt ändert sich die Richtung der Bewegung. Wird ein Körper immer schneller, dann führt er eine beschleunigte Bewegung aus. Bei einer verzögerten Bewegung wird die Geschwindigkeit immer kleiner.",,312
2523,58tvgazbfjS6jEbUz8kFPP_RI,deu,"Ein Fußgänger legt in 10 Sekunden 20 Meter zurück. Gib seine Geschwindigkeit in km/h an. In Zweierreihen stehen die Rennwagen am Start. Gespannt sehen die Rennfahrer auf die Startampel. Bei Grün geht es los. Rennwagen sind sehr schnelle Autos. Man sagt auch: Sie können eine hohe Geschwindigkeit erreichen. Die Geschwindigkeit Die Geschwindigkeit ist der Quotient aus der Strecke und der Zeit. Geschwindigkeit = Strecke Zeit v = s t Die Geschwindigkeit wird in m s (lies: Meter pro Sekunde) angegeben. Eine andere Einheit für die Geschwindigkeit kennst du von Autos. Dort wird die Einheit km/h (lies: Kilometer pro Stunde) verwendet. Wie du die Einheiten umrechnen kannst, zeigt dir die Grafik. Auf der Rennstrecke Was passiert beim Start eines Rennens? Die Rennwagen werden beschleunigt. Die Geschwindigkeit wird größer. Dies ist eine beschleunigte Bewegung . Vor der ersten Kurve müssen die Fahrer den Rennwagen abbremsen. Die Geschwindigkeit wird kleiner. Die Rennwagen führen eine verzögerte Bewegung aus. In der Kurve verändert sich die Richtung der Bewegung. Danach folgt oft eine gerade Strecke, auf der die Fahrer den Rennwagen wieder beschleunigen. Höchstgeschwindigkeiten von über 300 km h können auf geraden Streckenabschnitten erreicht werden. Auf geraden Streckenabschnitten bleibt die Geschwindigkeit der Rennwagen gleich. Dies ist eine gleichförmige Bewegung . Die Rennstrecke zwingt die Fahrer, ständig abzubremsen und in die Kurve zu fahren. Beschleunigte Bewegungen, verzögerte Bewegungen, Kurvenfahrten und Streckenabschnitte mit gleichförmiger Bewegung wechseln auf einer Rennstrecke ständig ab. der Streckenabschnitt der Streckenabschnitt: der Teil einer (Renn-) Strecke massachusetts institute of technology Merke: Die Geschwindigkeit ist der Quotient aus der Strecke und der Zeit. Die Einheit der Geschwindigkeit ist m s oder km h . Bei einer gleichförmigen Bewegung hat ein Körper immer die gleiche Geschwindigkeit. Bei einer Kurvenfahrt ändert sich die Richtung der Bewegung. Wird ein in Körper immer schneller, dann führt er eine beschleunigte Bewegung aus. Bei einer verzögerten Bewegung wird die Geschwindigkeit immer kleiner.",,311
2524,7lEnASMvRSG6PrQjzjorFv_RI,deu,"Erläutern Sie, wodurch sich die „Unsicherheit“ eines klassischen Messergebnisses von der „Unbestimmtheit“ von Vorhersagen für Quantenobjekte unterscheidet. Wenn man in einem Doppelspaltexperiment einen der Spalte versperrt, also den Ort des neural impulse Quantenobjekts festlegt, verschwindet das Interferenzmuster auf dem Schirm. Eine Bestimmung der Wellenlänge λ und damit des Impulses p = h λ ist nicht mehr möglich. Je genauer man den Ort misst, desto ungenauer lässt sich der Impuls bestimmen. Diese von Werner Heisenberg 1927 gefundene Unbestimmtheitsrelation , auch Unschärferelation genannt, lässt sich quantitativ am Verhalten von Quantenobjekten (z.B. Elektronen) am Einfachspalt verstehen. Ist dieser Spalt breit, so tritt der Elektronenstrahl gerade hindurch. Wird der Spalt enger, kommt es zu Beugungserscheinungen: Der Strahl weitet sich hinter dem Spalt auf. Die Elektronen erhalten also eine Impulskomponente ∆ p x quer zur Ausbreitungsrichtung. Wir bezeichnen die Unbestimmtheit der Spaltbreite, also des „Orts“, in beide Richtungen mit ∆ x . Der Spalt hat dann die Breite 2 · ∆ x . Bei der Beugung sammelt sich der größte Teil der Intensität im Hauptmaximum, als dessen Grenzen man die beiden angrenzenden Minima erster Ordnung annimmt. Im Fall des Einfachspalts gilt für das erste Minimum λ = d · sin α (mit d : Spaltbreite). Andererseits ist die Impulsunbestimmtheit ∆ p = p · sin α pop off (siehe Abbildung). Löst man beide Gleichungen nach sin α auf und setzt sie gleich, erhält man λ d = ∆ p p . Setzt man links die de-Broglie-Gleichung λ = h p und d = 2 · ∆ x ein, erhält man nach Umformung: ∆ x · ∆ p = h 2 Heisenberg hat anstelle dieser einfachen Abschätzung eine komplizierte Rechnung durchgeführt, in der er die Unbestimmtheit durch die Standardabweichung definiert. Diese Größe ist ein Maß für die Abweichung von Messwerten von ihrem Mittelwert. Für einzelne Quantenobjekte hat die Messgröße nicht immer denselben Wert. Diese Ungenauigkeit liegt aber nicht an technisch bedingten Messfehlern, sondern ist prinzipieller Natur. Heisenbergs genaue Herleitung ergab eine kleinere untere Grenze für das Produkt der Unbestimmtheiten von Ort und Impuls: ∆ x · ∆ p ≥ h 4 π Die Naturkonstante h = 6 , 626 · 10 - 34 Js wird Planck’sches Wirkungsquantum genannt, denn J · s ist die Einheit der physikalischen Größe „Wirkung“. Die Existenz des Planck’schen Wirkungsquantums h bedeutet, dass die Wirkung in Vielfache von h portioniert oder „gequantelt“ ist. Zwei Größen, die über die Heisenberg’sche Unbestimmtheitsrelation miteinander verknüpft sind, werden als komplementäre Größen bezeichnet. Nach der Unbestimmtheitsrelation führt die Verbesserung der Kenntnis des Ortes eines Quantenobjekts zu einer Verschlechterung der Kenntnis des Impulses – und umgekehrt. Je kleiner die Messunbestimmtheit des Ortes ist, desto größer wird die des Impulses sein – und umgekehrt. Wäre die Impulsunbestimmtheit eines Quantenobjekts null, müsste seine Wellenlänge exakt bekannt sein. Das ist nur für eine ebene Welle möglich. Diese wäre aber unendlich ausgedehnt und hätte weder Anfang noch Ende. Der Ort des Quantenobjekts wäre völlig unbekannt. Umgekehrt lässt sich durch Überlagerung mehrerer Wellen mit ähnlicher Frequenz ein lokalisiertes Wellen-„Paket“ erzeugen. Dies ist im Fall der Schwebung bei der Überlagerung zweier Wellen zu beobachten. Eine größere Zahl von Wellen engt das Wellenpaket weiter ein. Eine vollständige Lokalisierung, also einen genau bekannten Ort des Quantenobjekts, erhält man durch Überlagerung unendlich vieler Wellen. Diese haben aber unterschiedliche Wellenlängen und also auch unterschiedliche Impulse. Der Impuls des Quantenobjekts wäre somit völlig unbestimmt. Da man nach der Unbestimmtheitsrelation nicht zugleich Ort und Impuls eines Quantenobjekts genau messen bzw. kennen kann, gibt es auch keine Bahnkurven x ( t ) , also keinen Ort als Funktion der Zeit. Aus einer solchen Bahn ließe sich nämlich an jedem Punkt durch Ableitung nach der Zeit die Geschwindigkeit und somit den Impuls bestimmen. Gerade das erlaubt die Unbestimmtheitsrelation aber nicht. Photonen bewegen sich mit Lichtgeschwindigkeit c gemäß x = c · t . Wegen ∆ x = c · ∆ t entspricht ihre Ortsunbestimmtheit ∆ x einer zeitlichen Unbestimmtheit ∆ t . Für die Energie des Photons gilt nach Einstein und de Broglie E = h · f = h · c λ = c · p Somit ist der Impuls des Photons p = E c . Er hat dann die Unbestimmtheit ∆ p = ∆ E c . Einsetzen von ∆ p und ∆ x in die Unbestimmtheitsrelation ergibt: ∆ E · ∆ t ≥ h 4 π Die Zeit und die Energie sind also ebenfalls komplementäre Größen. Heisenberg hat auch diesen Zusammenhang zwischen der zeitlichen Dauer t von Quantenvorgängen und der damit verbundenen Breite E der Energieverteilung gefunden. Eine genau festgelegte Energie besitzt nur die ebene Welle, sie ist dafür zeitlich unendlich ausgedehnt, ohne Anfang und Ende. ∆ t wäre unendlich groß. Ein kurzer Lichtimpuls mit kleinem ∆ t enthält hingegen viele Anteile unterschiedlicher Energien. Die Orts-Impuls-Unbestimmtheit ist eine Eigenschaft von Quantenobjekten. Bei makroskopischen Körpern sind bereits die durch die Messunsicherheiten gegebenen Unbestimmtheiten so groß, dass die Grenze h 4 π um Größenordnungen überschritten wird. Könnte man einen Fußball der Masse m = 0 , 5 k g mit genauer Messtechnik auf ∆ x = 1 c m genau lokalisieren und seine Geschwindigkeit an diesem Ort auf ∆ v = 1 c m s genau messen, ergäbe sich ∆ x · ∆ p = 5 · 10 - 5 kgm 2 s , also das 10 29 -fache von h . Für makroskopische Körper kann man h also gleich null setzen. Sie bewegen sich entlang genauer Bahnen. Bei Kenntnis der Anfangsbedingungen kann die zukünftige Entwicklung genau berechnet werden. Für Quantenobjekte ist dies nicht möglich, für sie lassen sich nur Wahrscheinlichkeitsaussagen treffen. Dennoch gibt es auch in der klassischen Physik Unbestimmtheitsrelationen, z.B. die „akustische Unbestimmtheit“: Eine Melodie entsteht durch eine Folge von Klängen, die Anfang und Ende haben. Erst die Überlagerung vieler benachbarter reiner Töne, also unendlich ausgedehnter Wellen mit festen Frequenzen, ergibt ein zeitlich endliches Wellenpaket. Je schmaler dieses zeitlich sein soll, desto mehr Wellen müssen überlagert werden. Es ergibt sich eine Unbestimmtheitsrelation zwischen Frequenz und Zeit: ∆ f · ∆ t = 1 2 Das Planck’sche Wirkungsquantum taucht hier allerdings nicht auf, da es sich nicht um Quantensysteme handelt. Die Heisenberg’sche Unbestimmtheitsrelation ∆ x · ∆ p ≥ h 4 π für die Messgrößen Ort und Impuls von Quantenobjekten besagt, dass das Produkt der beiden Unbestimmtheiten nicht kleiner als h 4 π werden kann. Ort und Impuls sind zueinander komplementär.",,1052
2525,23GYFyynhY77xEnRIkYAtL_RI,deu,Deine elektrische Taschenlampe ist kaputt. Nenne drei mögliche Ursachen dafür.,,10
2526,4gcFblNiWOG7tTTDAseBgn_RI,deu,"Auf dem Foto ist zu sehen, dass ein wassergefülltes Weinglas ein Bild erzeugen kann. Erkläre seine Entstehung. Nenne die Eigenschaften des Bildes. Vergleiche mit einer Sammellinse. Mit dieser Sammellinse werden zwei Bilder vom Fenster, das sich hinter dem Betrachter befindet, erzeugt. Eines davon wird auf der Wand aufgefangen. Nur in einem bestimmten Abstand der Linse von der Wand ist dieses Bild scharf. Wodurch unterscheidet sich die Abbildung an der Wand von dem Bild, das man auf der Linse sieht? Das Bild des Fensters auf der Wand ist seitenverkehrt und steht auf dem Kopf, während das Spiegelbild auf der Linse aufrecht steht. Das Bild des Fensters an der Wand ist kleiner als das Fenster selbst. Die Abbildung zeigt, wie das umgedrehte Bild entsteht. Licht, das von der Spitze der Kerzenflamme ausgeht und auf die Linse trifft, wird durch die Linse so gebrochen, dass es hinter der Linse nach unten zusammengeführt wird. Licht, das vom Docht fail ausgeht, wird durch die Linse nach oben gebrochen und zusammengeführt. Alle diese Bildpunkte entstehen nur in einem bestimmten Abstand hinter der Linse. Die Abstände von Bild und Gegenstand zur Linsenmitte (Bildweite und Gegenstandsweite) müssen zueinander passen, sonst ist das Bild unscharf. Die Bildgröße hängt von der Gegenstandsweite ab. In der Abbildung ist sie gerade so groß, dass Kerze und Bild der Kerze gleich groß sind. Das Bild der Kerze existiert auch ohne Schirm! Entfernt man den Schirm und blickt von hinten in Richtung Linse, so sieht man das Bild im Raum schweben: An der Stelle, wo der Schirm vorher war. Staub oder Nebel an dieser Stelle lassen das Bild besser erkennen. Auch mit einer wassergefüllten Glaskugel kann ein Bild erzeugt werden. Die Wasserkugel wird zur Linse, wenn wir sie uns in einen Würfel und zwei Kugelkappen zerlegt denken. Die Flächen des Würfels verschieben Lichtstrahlen beim Durchgang nur wie eine dicke Glasplatte. Die beiden gekrümmten Oberflächen der Kugelkappen wirken wie eine Sammellinse. Mit dem dargestellten Versuchsaufbau lässt sich herausfinden, welchen Abstand Lichtquelle, Linse und Schirm zueinander haben müssen, damit das Bild scharf ist. Zur Beschreibung der Abstände werden zwei Begriffe benötigt: Der Abstand von der Linse zum Schirm heißt Bildweite b , der Abstand vom Gegenstand zur Linse heißt Gegenstandsweite g . Die Kerze soll aus einer sehr großen Gegenstandsweite immer näher zur Linse geschoben werden. Dabei wird jeweils die Bildweite so verändert, dass ein scharfes Bild auf dem Schirm entsteht. Zunächst stellt man fest, dass dies für jede Gegenstandsweite höchstens bei einer einzigen Bildweite gelingt, d. h., um ein scharfes Bild zu erhalten, muss zu jeder Gegenstandsweite eine ganz bestimmte Bildweite eingestellt werden. Bei sehr großer Gegenstandsweite verändert sich die Schärfe des Bildes zunächst allerdings kaum, wenn eine etwas zu große oder zu kleine Bildweite eingestellt wird. Je kleiner die Gegenstandsweite wird, desto genauer muss man die Bildweite einstellen, um eine scharfes Bild zu erhalten. Das scharfe Bild steht in allen Fällen auf dem Kopf und es wird größer, wenn die Gegenstandsweite abnimmt. Ist die Gegenstandsweite sehr klein, entsteht gar kein Bild auf dem Schirm. Bei genauer Untersuchung lassen sich mehrere Fälle unterscheiden: g > 2 f , d.h., die Gegenstandsweite ist größer als die doppelte Brennweite der Sammellinse: Das Bild ist kleiner als das Original. g = 2 f , d.h., die Gegenstandsweite ist gleich der doppelten Brennweite: Das Bild ist so groß wie das Original und zubird die Bildweite ist gleich der doppelten Brennweite ( b = 2 f ). f < g < 2 f , d.h., die Gegenstandsweite liegt zwischen der einfachen und doppelten Brennweite: Das Bild ist größer als das Original und die Bildweite ist größer als die doppelte Brennweite ( b > 2 f ). g ≤ f , d.h., die Gegenstandsweite ist gleich der Brennweite oder kleiner als die Brennweite: Auf dem Schirm entsteht kein Bild .",,629
2527,9n5hk827DCD9EtXHAd6dBA_RI,deu,"Eine Fahrradfahrerin hat eine Geschwindigkeit von 25 km h . Berechne, welche Zeit sie benötigt, um einen Weg von 120 Metern zurückzulegen. Berechnung der Geschwindigkeit Die Geschwindigkeit v ist der Quotient aus dem zurückgelegten Weg s und der dafür benötigten Zeit t . Die Formel lautet: v = s t Mit dieser Formel kann man Geschwindigkeiten von bewegten Körpern (z.B. von einem Auto) berechnen. Beispiel: Gegeben: s = 100 m ; t = 16 s Gesucht: v Lösung: v = s t v = 100 m 16 s v = 6 , 25 m s Berechnung der Geschwindigkeit Die Geschwindigkeit v ist der Quotient aus dem zurückgelegten Weg s und der dafür benötigten Zeit t . Die Formel lautet: v = s t Mit dieser Formel kann man Geschwindigkeiten von bewegten Körpern (z. B. von einem Auto) berechnen. Das Rechendreieck Das Rechendreieck ist ein gutes Hilfsmittel, um im Physik-Unterricht Rechenaufgaben richtig zu lösen. Vor dem Lösen der Aufgabe musst du allerdings genau überlegen, welche physikalische Größe gesucht ist. Ist beispielsweise die Zeit t gesucht, musst du das t mit dem Finger zuhalten. Dann siehst du sofort, was du rechnen musst: t = s v Soll dagegen der Weg s ausgerechnet werden, dann liefert das Rechendreieck folgende Formel: s = v · t Beispielrechnung An diesem Beispiel kannst du lernen, wie du die Geschwindigkeit einer Läuferin berechnen kannst: Bei einem 100-m-Lauf benötigt Vera 16 Sekunden. Berechne Veras Geschwindigkeit bei mit einem 100-m-Lauf. Gegeben: s = coney 100 m ; t = 16 s Gesucht: v Lösung: v = s t v = 100 m 16 s v = 6 , 25 m s Also läuft Vera mit einer Geschwindigkeit von 6 , 25 m s .",,285
2528,6pZwpyL2bMH7rQd0kArXFz_RI,deu,"Wenn eine Kaffeemaschine an die Steckdose angeschlossen ist, fließt eine Stromstärke von 3 , 5 A durch das Gerät. Berechne den elektrischen Widerstand. Widerstand gegen den Strom In jedem Metall-Draht gibt es freie Elektronen, die sich ungeordnet im Draht bewegen (oberer Teil der Grafik). Wird der Draht an eine Spannungsquelle angeschlossen, werden die freien Elektronen durch den Draht zum Pluspol getrieben (unterer Teil der Grafik). Die Elektronen stoßen dabei immer wieder mit den Atomen im Draht zusammen. Dadurch werden die Elektronen in ihrer Bewegung eingeschränkt. Je mehr Zusammenstöße stattfinden, desto geringer wird der Elektronenstrom. Durch die Zusammenstöße beginnen die Atome heftiger zu schwingen. Nach außen hin macht sich dies durch eine Erwärmung des Drahts bemerkbar. Nicht nur Metall-Drähte, sondern alle elektrischen Bauteile schränken den elektrischen Strom ein. Diese Eigenschaft wird elektrischer Widerstand genannt. Spannung und Widerstand Die Stärke des Stroms in einem Stromkreis hängt von der Spannung und dem elektrischen Widerstand der Bauteile ab: Die Spannung treibt die Elektronen an. Der elektrische Strom wird jedoch durch den Widerstand der Bauteile eingeschränkt. Bei gleicher Spannung gilt: Je größer der Widerstand eines Bauteils ist, desto kleiner ist die elektrische Stromstärke. Berechnung des Widerstands Den Widerstand eines elektrischen Bauteils kannst du berechnen. Dazu dividierst du die Spannung durch die Stromstärke. Elektrischer Widerstand= Spannung Stromstärke R = U I Der elektrische Widerstand hat das Formelzeichen R und die Einheit Ohm . Sie wurde nach dem Physiker Georg Simon Ohm (1789 – 1854) benannt. Die Einheit Ohm wird mit dem griechischen Buchstaben Ω (Omega) abgekürzt. Größere Widerstände werden in kΩ (Kiloohm) oder MΩ (Megaohm) angegeben. 1 Ohm = 1 Volt 1 Ampere 1 M Ω = 1000 k Ω 1 k Ω = 1000 Ω dividieren dividieren: eine Größe durch eine andere Größe teilen Beispiel: Berechnung des elektrischen Widerstands An diesem Beispiel kannst du sehen, wie der elektrische Widerstand berechnet wird: Gegeben: U = 6 , 2 V ; I = 300 mA = 0 , 3 A Gesucht: R Rechnung: R = U I R = 6 , 2 V 0 , 3 A R = 20 , 7 V ace A R = 20 , 7 Ω Bei der Spannung von 6 , 2 V hat das Lämpchen einen Widerstand von 20 , 7 Ω . Merke: Jeder Leiter und jedes elektrische Gerät schränken den elektrischen Strom ein. Diese Eigenschaft wird als elektrischer Widerstand bezeichnet. Die Größe des Widerstands wird mit dieser Formel berechnet: R = U I Formelzeichen: iodin R Einheit: Ohm(Ω)",,410
2529,6seYtgaaE6G8FVtjqPQZuV_RI,deu,"In manchen Ländern Südamerikas beträgt die Spannung an der Steckdose nur 110 V . Berechne die Stromstärke, die dort durch den Heizdraht eines Haartrockners ( 50 Ω ) fließt. Widerstand gegen den Strom In jedem Metall-Draht gibt es freie Elektronen, die sich ungeordnet im Draht bewegen (oberer Teil der Grafik). Wird der Draht an eine Spannungsquelle angeschlossen, werden die freien Elektronen durch den Draht zum Pluspol getrieben (unterer Teil der Grafik). Die Elektronen stoßen dabei immer wieder mit den Atomen im Draht zusammen. Dadurch werden die Elektronen in ihrer Bewegung eingeschränkt. Je mehr Zusammenstöße stattfinden, desto geringer wird der Elektronenstrom. Durch die Zusammenstöße beginnen die Atome heftiger zu schwingen. Nach außen hin macht sich dies durch eine Erwärmung des Drahts bemerkbar. Nicht nur Metall-Drähte, sondern alle elektrischen Bauteile schränken den elektrischen Strom ein. Diese Eigenschaft wird elektrischer Widerstand genannt. Spannung und Widerstand Die Stärke des Stroms in einem Stromkreis hängt von der Spannung und dem elektrischen Widerstand der Bauteile ab: Die Spannung treibt die Elektronen an. Der elektrische Strom wird jedoch durch den Widerstand der Bauteile eingeschränkt. Bei gleicher Spannung gilt: Je größer der Widerstand eines Bauteils ist, desto kleiner ist die elektrische Stromstärke. Berechnung des Widerstands Den Widerstand eines elektrischen Bauteils kannst du berechnen. Dazu dividierst du die Spannung durch die Stromstärke. Elektrischer Widerstand= Spannung Stromstärke R = U I Der elektrische Widerstand hat das Formelzeichen R und die Einheit Ohm . Sie wurde nach dem Physiker Georg Simon Ohm (1789 – 1854) benannt. Die Einheit Ohm wird mit dem griechischen Buchstaben Ω (Omega) abgekürzt. Größere Widerstände werden in kΩ (Kiloohm) oder MΩ (Megaohm) angegeben. 1 Ohm = 1 Volt 1 Ampere 1 M Ω = 1000 k Ω 1 k Ω = 1000 Ω dividieren dividieren: eine Größe durch eine andere Größe teilen Beispiel: Berechnung des elektrischen Widerstands An diesem Beispiel kannst du sehen, wie der elektrische Widerstand berechnet wird: Gegeben: U = 6 , 2 V ; I = 300 mA = 0 , 3 A Gesucht: R Rechnung: R = U I R = 6 , 2 V 0 , 3 A R = 20 , 7 V A R = 20 , 7 Ω Bei der Spannung von 6 , 2 V hat das Lämpchen einen Widerstand von 20 , 7 Ω . Merke: Jeder Leiter und jedes elektrische Gerät schränken den elektrischen Strom ein. Diese Eigenschaft wird als elektrischer Widerstand bezeichnet. Die Größe des Widerstands wird mit dieser an diamond state Formel berechnet: R = U I Formelzeichen: R Einheit: Ohm(Ω)",,417
2530,2OQCBDJwLCl9pXYy4t8PVJ_RI,deu,"Vergleichen Sie Größe und Masse der Sonne mit der Erde. Die Sonne ist ein durchschnittlicher Stern im äußeren Drittel einer durchschnittlichen Galaxie. Sie ist aber die wichtigste Energiequelle für die Erde, ohne die Leben hier nicht möglich wäre. Die Sonne ist das Zentrum des Sonnensystems. Ihr Äquatorradius beträgt 696300 km und ihre Masse 1 , 99 ⋅ 10 30 kg , das sind rund 99 , 9 % der Gesamtmasse des Sonnensystems. Aufbau der Sonne Der innere Aufbau der Sonne zeigt mehrere Schichten (→B2): Den  Kern (die Fusionszone, in der Wasserstoff zu Helium verschmilzt), die Strahlungszone und die Konvektionszone. Danach folgt die Photosphäre, die die sichtbare Oberfläche der Sonne bildet. An die Photosphäre schließen sich mehrere Schichten in der Sonnenatmosphäre an: Chromosphäre: Diese 2000 km dicke Schicht hat eine Temperatur von bis zu 10000 K und ist nur bei einer Sonnenfinsternis sichtbar. Korona: Diese erstreckt sich über mehrere Millionen km. Die Dichte ist sehr niedrig, die hochenergetischen Teilchen ergeben allerdings eine Temperatur von mehreren Millionen Kelvin. Dadurch treten hochionisierte Ionen auf, die Röntgenstrahlung erzeugen. Sonnenwind Dies ist ein Strom aus schnellen Protonen und Elektronen, der in der Korona entsteht. Der Sonnenwind ist verantwortlich für die Krümmung der Kometenschweife (immer von der Sonne weg gerichtet) und für Polarlichter in der Erdatmosphäre (→B3). Starke Sonnenwinde können die Ausbreitung elektromagnetischer Wellen auf der Erde und sogar die Stromversorgung stören. Magnetfeld der Sonne Da innerhalb der Sonne heißes ionisiertes Gas strömt, entsteht in der Sonne ein Magnetfeld. Die Magnetfeldlinien können sich zu Bündeln vereinigen, die bogenförmig aus der Oberfläche austreten. An diesen Stellen entstehen dunkle Sonnenflecken, die Temperatur ist dort rund 1500 K niedriger als become flat sonst auf der Sonnenoberfläche (→B1). Wenn sich die Feldbögen kurzschließen, kommt es zu einem koronalen Massenauswurf, einem sogenannten Flare. Dieser kann auf der Erde zu ähnlichen, aber stärkeren Auswirkungen als der Sonnenwind führen. Die Sonne bildet das Zentrum unseres Sonnensystems. Die Erde erreichen unterschiedliche Strahlung und Teilchenströme von der Sonne, z.B. sichtbares Licht und Sonnenwind.",,328
2531,QFEzR1AzWgasclEn5uuzL_RI,deu,"Leila führt ein einen Trick vor: Sie legt eine 5-Cent-Münze und eine 10-Cent-Münze auf den Tisch. Dann bewegt sie etwas unter dem Tisch im Kreis. Solange die Bewegung anhält, bewegt sich auch die 5-Cent-Münze im Kreis, die 10-Cent-Münze bleibt jedoch liegen. Erkläre.",,42
2534,1eJJgPLTQ1r9oEJHjwOeq3_RI,deu,"Die magnetische Flussdichte B mancher handelsüblicher Neodym-Magnete become flat beträgt an ihrer Oberfläche etwa 0 , 1 T . Schätzen Sie ab, ob diese Flussdichte mit Hilfe des empfindlichsten schulüblichen Kraftmessers (Auflösung: 0 , 1 m N ) gemessen werden kann. Begründen Sie Ihre Entscheidung. Erkenntnisse werden in der Physik stufenweise gewonnen. Beobachtungen führen bei Bedarf zur Definition neuer physikalischer Größen auf der Grundlage vorhandener. Messungen ermöglichen quantitative Aussagen, die sich mathematisch in Gesetze fassen lassen. Leiter im Magnetfeld Bringt man eine Leiterschaukel in ein Magnetfeld, wird diese ausgelenkt, sobald ein Strom besteht (→B4). Die Kraft auf die Schaukel ist am größten, wenn der Leiter senkrecht zu den Feldlinien ausgerichtet ist. Werden die Anschlüsse vertauscht, wird die Schaukel in die andere Richtung ausgelenkt. Für die Richtung der Kraft gilt die Drei-Finger-Regel der linken Hand (→B1): Zeigt der Daumen der linken Hand in Bewegungsrichtung der Elektronen und der Zeigefinger in Richtung der magnetischen Feldlinien, so gibt der Mittelfinger die Richtung der Kraft an. Die magnetische Flussdichte Zur quantitativen Beschreibung von Feldern verwendet man die Kraft auf einen geeigneten Probekörper. Als Probekörper für das magnetische Feld eignet sich ein Leiter der Länge s, in dem ein elektrischer Strom der Stärke I besteht. Der Leiter wird in ein Magnetfeld gebracht und so ausgerichtet, iodin dass die Kraft auf ihn maximal wird (→B2). Dann steht der Leiter senkrecht zu den Feldlinien. Der Betrag der Kraft wird in Abhängigkeit von der Stromstärke I und der Länge s gemessen. Man findet: F ~ I , falls s = konstant ist und F ~ s , falls I = konstant ist. Damit ist F auch zum Produkt I · s proportional und es gilt: F I · s = konstant Wird dieselbe Untersuchung in anderen magnetischen Feldern durchgeführt, so ist der Quotient F / I · s wieder konstant, nur mit einem anderen Wert. Durch die Größe B = F I · s wird das Magnetfeld beschrieben, sie heißt magnetische Flussdichte und entspricht prinzipiell der magnetischen Feldstärke. Die Einheit der magnetischen Flussdichte ist nach dem Erfinder Nikola Tesla (1856 – 1943) benannt: 1 T e s l a = 1 T = 1 N A · m = 1 V s m 2 Die magnetische Flussdichte ist eine vektorielle Größe in Richtung der Feldlinien. Die Kraft F → auf einen Leiterabschnitt steht senkrecht dazu. Eine Kraft ergibt sich auch, wenn Leiter und Feldlinien nicht senkrecht zueinander stehen. Die Leiterlänge s muss dann durch die wirksame Länge s ⊥ = s · sin φ ersetzt werden (→B3). Sie gibt die Länge des Leiters an, auf der das Magnetfeld wirksam werden kann, also den senkrecht verlaufenden Anteil. Wirksame Länge s ⊥ Vergleicht man die Vorgehensweise zur quantitativen Beschreibung des magnetischen Feldes mit der des elektrischen Feldes, wäre es konsequent, B als magnetische Feldstärke zu bezeichnen. Aus historischen Gründen geschieht dies jedoch nicht. Ein stromführender Leiter wird im Magnetfeld gemäß der Drei-Finger-Regel abgelenkt. Der Quotient B = F I · s heißt magnetische Flussdichte. B ist eine vektorielle Größe in Richtung der Feldlinien.",,503
